lga_id,school_id,school_name,school_type,category,lat,long
16,2609,NDIAKBA COMM. SCH. ULI,PUBLIC MISSION,Primary,,
16,2610,COM. PRIMARY SCHOOL AMORKA,PUBLIC MISSION,Primary,,
16,2611,AMORKA TOWN SCH. AMORKA,PUBLIC MISSION,Primary,,
16,2612,"IHITE PRIMARY SCHOOL UMUBAZU, ULI",PUBLIC MISSION,Primary,,
16,2613,NWANEDO/IHE COMM. PRIMARY SCHOOL ULI,PUBLIC MISSION,Primary,,
16,2614,UMUCHIMA PRIMARY SCHOOL ULI,PUBLIC MISSION,Primary,,
16,2615,NDIUMERAKU PRIMARY SCHOOL ULI,PUBLIC MISSION,Primary,,
16,2616,UMUANURUGWO PRIMARY SCHOOL ULI,PUBLIC MISSION,Primary,,
16,2617,OKWUOHIA PRIMARY SCHOOL SCH. AMAMPUTU,PUBLIC MISSION,Primary,,
16,2618,OBILAKABA PIONEER SCH.ULI,PUBLIC MISSION,Primary,,
16,2619,UMUEZIKE PROG. PRIMARY SCHOOL ULI,PUBLIC MISSION,Primary,,
16,2620,UNITY PRI. SCH. NDIAKABA,PUBLIC MISSION,Primary,,
16,2621,OBOM COMM. SCH. AZIA,PUBLIC MISSION,Primary,,
16,2622,AZIA CENTRAL SCH. AZIA,PUBLIC MISSION,Primary,,
16,2623,AZIA PRI. AZIA,PUBLIC MISSION,Primary,,
16,2624,AZIZ COMM. PRI. SCH. AZIA,PUBLIC MISSION,Primary,,
16,2625,MBOSI CENT. SCH.MBOSI,PUBLIC MISSION,Primary,,
16,2626,MBOSI COMM. SCH. MBOSI,PUBLIC MISSION,Primary,,
16,2627,MBOSI PRI. MBOSI,PUBLIC,Primary,,
16,2628,ISSEKE CENT. SCH. ISSEKE,PUBLIC,Primary,,
16,2629,AMUDO/UMUEZE PRIMARY SCHOOL ISSEKE,PUBLIC MISSION,Primary,,
16,2630,COMM. SCH. ISSEKE,PUBLIC MISSION,Primary,,
16,2631,IHITE PRI. SCH. ISSEKE,PUBLIC MISSION,Primary,,
16,2632,COMM. SCH. ORSUMOGHU,PUBLIC MISSION,Primary,,
16,2633,COMM. CENT. ORSUMOGHU,PUBLIC MISSION,Primary,,
16,2634,COMM. PRI. ORSUMOGHU,PUBLIC MISSION,Primary,,
16,2635,ORSUMOGHU PRI.SCH. ORSUMOGHU,PUBLIC,Primary,,
16,2636,LILU CENT. SCH. LILU,PUBLIC,Primary,,
16,2637,LILU PRIMARY SCHOOL LILU,PUBLIC MISSION,Primary,,
16,2638,UKWUNGWU COMM. SCH. LILU,PUBLIC MISSION,Primary,,
16,2639,COMM. SCH. LILU,PUBLIC MISSION,Primary,,
16,2640,"COMM. PRIMARY SCHOOL, UBULUISIUZOR",PUBLIC MISSION,Primary,,
16,2641,AZIZ TOWN SCH. AZIA,PUBLIC,Primary,,
16,2642,OGWUMABIRI PRIMARY SCHOOL LILU,PUBLIC,Primary,,
16,2643,AKWA PRIMARY SCHOOL IHIALA,PUBLIC MISSION,Primary,,
16,2644,UNITY PRIMARY SCHOOL AMAOKA,PUBLIC MISSION,Primary,,
16,2645,UBAHA COMM. PRIMARY SCHOOL Isseke,PUBLIC MISSION,Primary,,
16,2646,EZIANI COMM. SCH II IHIALA,PUBLIC MISSION,Primary,,
16,2647,EDEKE PRIMARY SCHOOL ISEKE,PUBLIC MISSION,Primary,,
16,2648,ADOGBE MFS OKIJA,PUBLIC MISSION,Primary,,
16,2649,OBIOKPU PRIMARY SCHOOL AMAOKA,PUBLIC MISSION,Primary,,
11,2650,AKPU ABAGANA PRIMARY SCHOOL ABAGANA,PUBLIC MISSION,Primary,,
11,2651,CENTRAL SCHOOL ABAGANA,PUBLIC MISSION,Primary,,
11,2652,COMMUNITY  OFENOCHI ABAGANA,PUBLIC,Primary,,
11,2653,EPUPE PRIMARY SCHOOL  ABAGANA,PUBLIC,Primary,,
11,2654,HILL - TOP PRIMARY SCHOOL   ABAGANA,PUBLIC MISSION,Primary,,
11,2655,IGWEBUIKE PRIMARY  SCHOOL ABAGANA,PUBLIC,Primary,,
11,2656,OZALLA PRIMARY  SCHOOL  ABAGANA,PUBLIC MISSION,Primary,,
11,2657,UDOEKE PRIMARY SCHOOL   ABAGANA,PUBLIC,Primary,,
11,2658,CENTARL SCHOOL  ABBA,PUBLIC,Primary,,
11,2659,CHIBUZOR PRIMARY SCHOOL  ABBA,PUBLIC MISSION,Primary,,
11,2660,COMMUNITY PRIMARY  SCHOOL  ABBA,PUBLIC MISSION,Primary,,
11,2661,UNIVERSAL PRIMARY  EDUCATION  SCHOOL ABBA,PUBLIC MISSION,Primary,,
11,2662,ANADIMMA PRIMARY SCHOOL   ENUGWU-AGIDI,PUBLIC MISSION,Primary,,
11,2663,COMMUNITY PRIMARY  SCHOOL  ENUGWU- AGIDI,PUBLIC MISSION,Primary,,
11,2664,OBIOMA PRIMARY SCHOOL  ENUGWU-AGIDI,PUBLIC MISSION,Primary,,
11,2665,OGANIRU PRIMARY SCHOOL  ENUGWU-AGIDI,PUBLIC,Primary,,
11,2666,UDOKA PRIMARY  SCHOOL  ENUGWU AGIDI,PUBLIC MISSION,Primary,,
11,2667,ABOMIMI PRIMARY SCHOOL  ENUGWU- UKWU,PUBLIC MISSION,Primary,,
11,2668,ARINZE PRIMARY SCHOOL ENUGWU- UKWU,PUBLIC,Primary,,
11,2669,COMMUNITY PRIMARY SCHOOL ENUGWU-UKWU,PUBLIC MISSION,Primary,,
11,2670,EBETETE PRIMARY SCHOOL  ENUGWU-UKWU,PUBLIC,Primary,,
11,2671,ORABUIKE CENTRAL SCHOOL  ENUGWU-UKWU,PUBLIC,Primary,,
11,2672,OSILI COMMUNITY SCHOOL ENUGWU-UKWU,PUBLIC MISSION,Primary,,
11,2673,URUEKWO PRIMARY SCHOOL   ENUGWU-UKWU,PUBLIC MISSION,Primary,,
11,2674,URUNNEBO PRIMARY SCHOOL ENUGWU-UKWU,PUBLIC MISSION,Primary,,
11,2675,OJOKO MEMORIAL SCHOOL   NAWFIA,PUBLIC,Primary,,
11,2676,OKAGBUE MEMORIAL SCHOOL NAWFIA,PUBLIC MISSION,Primary,,
11,2677,URUOJI PRIMARY SCHOOL  NIMO,PUBLIC MISSION,Primary,,
11,2678,AWATOR PRIMARY SCHOOL   NIMO,PUBLIC MISSION,Primary,,
11,2679,CENTRAL SCHOOL  NIMO,PUBLIC,Primary,,
11,2680,EGBENGWU PRIMARY SCHOOL  NIMO,PUBLIC MISSION,Primary,,
11,2681,EZIRA PRIMARY SCHOOL   NIMO,PUBLIC MISSION,Primary,,
11,2682,IFITE-ANI  PRIMARY SCHOOL    NIMO,PUBLIC,Primary,,
11,2683,IFITE- ENU PRIMARY SCHOOL    NIMO,PUBLIC MISSION,Primary,,
11,2684,UGWUOYE  PRIMARY SCHOOL   NIMO,PUBLIC MISSION,Primary,,
11,2685,URUEGBE PRIMARY SCHOOL   NIMO,PUBLIC MISSION,Primary,,
11,2686,NOMADIC SCHOOL,PUBLIC MISSION,Primary,,
11,2687,MIGRANT FARMERS SCHOOL  ENUGWU AGIDI,PUBLIC MISSION,Primary,,
10,2688,ABUBO CENTRAL SCHOOLCH NNEWICHI,PUBLIC MISSION,Primary,,
10,2689,NNEWICHI CENTRAL SCHOOLCH NNEWICHI,PUBLIC MISSION,Primary,,
10,2690,OBIOFIA CENTRAL SCHOOLCH NNEWICHI,PUBLIC,Primary,,
10,2691,OBIOFIA COMM/SCH NNEWICHI,PUBLIC MISSION,Primary,,
10,2692,ODIDA CENTRAL SCHOOLCH NNEWICHI,PUBLIC MISSION,Primary,,
10,2693,OKWUANI CENTRAL SCHOOLCH NNEWICHI,PUBLIC MISSION,Primary,,
10,2694,AKWUDO CENTRAL SCHOOLCH NNEWICHI,PUBLIC MISSION,Primary,,
10,2695,AKWUUNWEKE DIGBO CENTRAL SCHOOLCH OTOLO,PUBLIC,Primary,,
10,2696,EBONATO NSUNANA CENTRAL SCHOOLCH OTOLO,PUBLIC,Primary,,
10,2697,EBONATO  CENTRAL SCHOOLCH OTOLO,PUBLIC MISSION,Primary,,
10,2698,ENEM COM SCH OTOLO,PUBLIC MISSION,Primary,,
10,2699,EZEKWUBO CENTRAL SCHOOLCH OTOLO,PUBLIC MISSION,Primary,,
10,2700,OBIOFIA UMUENEM CENTRAL SCHOOLCH OTOLO,PUBLIC MISSION,Primary,,
10,2701,NDIAKWU COMM PRI SCH OTOLO,PUBLIC MISSION,Primary,,
10,2702,MODEL PRI SCH NNEWI,PUBLIC MISSION,Primary,,
10,2703,OGBE CENTRAL SCHOOLCH OTOLO,PUBLIC MISSION,Primary,,
10,2704,OKOFIA CENTRAL SCHOOLCH OTOLO,PUBLIC MISSION,Primary,,
10,2705,OKOFIA COMM/PRI SCH OTOLO,PUBLIC MISSION,Primary,,
10,2706,URBAN PRI SCH OKWUANI,PUBLIC MISSION,Primary,,
10,2707,UZOEGBO/OBIUNO PRI SCH OTOLO,PUBLIC MISSION,Primary,,
10,2708,AKAMILI CENTRAL SCHOOLCH HILL UMUDIM,PUBLIC,Primary,,
10,2709,AKAMILI CENTRAL SCHOOLCH AGBO UMUDIM,PUBLIC MISSION,Primary,,
10,2710,INYABA CENTRAL SCHOOLCH UMUDIM,PUBLIC MISSION,Primary,,
10,2711,INYABA COMM/SCH UMUDIM,PUBLIC MISSION,Primary,,
10,2712,OLIE URU CENTRAL SCHOOLCH UMUDIM,PUBLIC MISSION,Primary,,
10,2713,TOWNSHIP SCH URU UMUDIM,PUBLIC MISSION,Primary,,
10,2714,UMUDIM CENTRAL SCHOOL,PUBLIC MISSION,Primary,,
10,2715,UMUDINKW COMM/PRI SCH UMUDIM,PUBLIC,Primary,,
10,2716,"UMUEZEAGU COMMUNITY SCHOOL, URUAGU",PUBLIC,Primary,,
10,2717,UMUNNEALAM PRI SCH UMUDIM,PUBLIC MISSION,Primary,,
10,2718,URBAN PRI SCH UMUDIM,PUBLIC MISSION,Primary,,
10,2719,AKABOUKWU PRI SCH URUAGU,PUBLIC MISSION,Primary,,
10,2720,AKABOEZEM COM/PRI SCH URUAGU,PUBLIC MISSION,Primary,,
10,2721,AKWUEGBO CENTRAL SCHOOLCH URUAGU,PUBLIC MISSION,Primary,,
10,2722,COMMUNITY SCHOOL URUAGU,PUBLIC MISSION,Primary,,
10,2723,EDOJI CENTRAL SCHOOLCHOOL URUAGU,PUBLIC MISSION,Primary,,
10,2724,EDOJI PRI SCHOOL URUAGU,PUBLIC MISSION,Primary,,
10,2725,NWAFOR URUAGU CENTRAL SCHOOLCH URUAGU,PUBLIC MISSION,Primary,,
10,2726,OKPUNOEZE CENTRAL SCHOOLCH URUAGU,PUBLIC MISSION,Primary,,
10,2727,UMUEZENA CENTRAL SCHOOL UMUDIM,PUBLIC,Primary,,
10,2728,URUAGU CENTRAL  SCH URUAGU,PUBLIC MISSION,Primary,,
10,2729,URBAN PRIMARY SCHOOL URUAGU,PUBLIC MISSION,Primary,,
10,2730,AGBOEDO MRKT SCHOOL NNEWI,PUBLIC MISSION,Primary,,
10,2731,MIGRANT FARMERS SCH AKAMILI UMUDIM,PUBLIC MISSION,Primary,,
10,2732,MIGRANT FARMERS SCH EDOJI URUAGU,PUBLIC MISSION,Primary,,
10,2733,MIGRANT FARMERS SCH OBIOFIA UMUENEM OTOLO,PUBLIC MISSION,Primary,,
10,2734,EBELE-OGO COM/PRI SCH UMUDIM,PUBLIC MISSION,Primary,,
10,2735,ST SIMON PRI UMUDIMKWA UMUDIM NNEWI,PUBLIC MISSION,Primary,,
4,2736,AKWAIHEDI CENT SCH AWKAIHEDI,PUBLIC,Primary,,
4,2737,COMMUNITY PRIMARY SCHOOL  AKWUIHEDI,PUBLIC MISSION,Primary,,
4,2738,AFUBE CENTRAL  SCHOOL AMICHI,PUBLIC,Primary,,
4,2739,AMICHI CENTRAL SCHOOL AMICHI,PUBLIC,Primary,,
4,2740,AMICHI COMMUNITY CENTRAL  AMICHI,PUBLIC,Primary,,
4,2741,EZIAMA CENTRAL SCHOOL AMICHI,PUBLIC,Primary,,
4,2742,EZIAMA COMMUNITY CENTRAL  AMICHI,PUBLIC,Primary,,
4,2743,ISEKE NDIDA CENTRAL SCHOOL  AMICHI,PUBLIC,Primary,,
4,2744,UNITY PRIMARY SCHOOL AMICHI,PUBLIC MISSION,Primary,,
4,2745,URUAGU AMICHI CENTRAL SCHOOL  AMICHI,PUBLIC,Primary,,
4,2746,AZIGBO CENTRAL SCHOOL AZIGBO,PUBLIC MISSION,Primary,,
4,2747,COMM PRI/SCH AZIGBO,PUBLIC MISSION,Primary,,
4,2748,EBENATOR CEN/ SCH EBENATOR,PUBLIC MISSION,Primary,,
4,2749,COMM PRIMARY SCHOOL EBENATOR,PUBLIC,Primary,,
4,2750,EKWULUMILI CENTRAL SCHOOL  EKULUMILI,PUBLIC MISSION,Primary,,
4,2751,EKWULUMILI /UNUBI CENTRAL SCHOOL,PUBLIC MISSION,Primary,,
4,2752,EKWUMILI COMMUNITY  SCHOOL  EKWULUMILI,PUBLIC MISSION,Primary,,
4,2753,ISIENYI COMM  PRI/ SCH  EKWULUMILI,PUBLIC MISSION,Primary,,
4,2754,UNITY PRIMARY SCHOOL   EKWUMILI,PUBLIC,Primary,,
4,2755,OWELLENGWU PRIMARY SCHOOL  EZINIFITE,PUBLIC MISSION,Primary,,
4,2756,AWOR PRIMARY SCHOOL EZINIFITE,PUBLIC MISSION,Primary,,
4,2757,COMM. PRIMARY SCHOOL. EZINIFITE,PUBLIC MISSION,Primary,,
4,2758,OYEAKPU PRIMARY SCHOOL. EZINIFITE,PUBLIC,Primary,,
4,2759,OGBODI CENTRAL  PRIMARY SCH  AMICHI,PUBLIC MISSION,Primary,,
4,2760,EZINIFITE CENTRAL SCHOOL EZINIFITE,PUBLIC MISSION,Primary,,
4,2761,OMAIGWE CENTRAL SCHOOL  OSUMENYI,PUBLIC,Primary,,
4,2762,OSUMENYI CENTRAL SCHOOL  OSUMUMENYI,PUBLIC MISSION,Primary,,
4,2763,OMAIGWE COMMUNITY  SCHOOL OSUMENYI,PUBLIC,Primary,,
4,2764,OSUMENYI  COMMUNITY SCHOOL OSUMENYI,PUBLIC,Primary,,
4,2765,AKWUEBE PRIMARY SCHOOL. UKPOR,PUBLIC MISSION,Primary,,
4,2766,AMAKOM CENTRAL SCHOOL . UKPOR,PUBLIC MISSION,Primary,,
4,2767,AMIHE CENTRAL SCHOOL UKPOR,PUBLIC MISSION,Primary,,
4,2768,UMUDARA COMMMUNITY PRIMARY UKPOR,PUBLIC,Primary,,
4,2769,EBE COMMUNITY PRIMARY .UKPOR,PUBLIC,Primary,,
4,2770,EZENGWU/DIJI COMMUNITY PRIMARY SCHOOL UKPOR,PUBLIC MISSION,Primary,,
4,2771,MPUTU CENTRAL SCHOOL UKPOR,PUBLIC,Primary,,
4,2772,COMMUNITY  CENTRAL SCH NDEDE UKPOR,PUBLIC,Primary,,
4,2773,OHINELEKE CENTRAL SCHOOL  UKPOR,PUBLIC MISSION,Primary,,
4,2774,UBOMA COMMUNITY  PRIMARY SCHOOL  UKPOR,PUBLIC MISSION,Primary,,
4,2775,"UMUARABA CENTRAL SCHOOL, UKPOR",PUBLIC MISSION,Primary,,
4,2776,"UMUARABA COMMUNITY PRIMARY SCHOOL, UKPOR",PUBLIC MISSION,Primary,,
4,2777,UMUDIKE COMMUNITY PRIMARY SCHOOL. UKPOR,PUBLIC MISSION,Primary,,
4,2778,UMUOHAMA COMMUNITY PRIMARY SCHOOL UKPOR,PUBLIC,Primary,,
4,2779,UMUNUKO CENTRAL . PRIMARY SCHOOL UKPOR,PUBLIC,Primary,,
4,2780,"UMUHU COMMUNITY PRIMARY SCHOOL, UKPOR",PUBLIC MISSION,Primary,,
4,2781,UMUNUKO COMMUNITY PRIMARY SCHOOL UKPOR,PUBLIC MISSION,Primary,,
4,2782,UMUIKE COMMUNITY PRIMARY SCH UKPOR,PUBLIC MISSION,Primary,,
4,2783,UNITY PRIMARY SCHOOL UKPOR,PUBLIC MISSION,Primary,,
4,2784,CENTRAL SCHOOL  UKPOR,PUBLIC,Primary,,
4,2785,"UNITY PRIMARY SCHOOL, UNUBI",PUBLIC,Primary,,
4,2786,CENTRAL SCHOOL. UNUBI,PUBLIC,Primary,,
4,2787,UNUBI COMMUNITY  PRIMARY SCHOOL UNUBI,PUBLIC MISSION,Primary,,
4,2788,EZIOJUKWU CENTRAL PRIMARY SCHOOL UTUH,PUBLIC MISSION,Primary,,
4,2789,OMAEBO CENTRAL PRIMARY SCHOOL. UTUH,PUBLIC MISSION,Primary,,
4,2790,UTUH CENTRAL PRIMARY SCHOOL UTUH,PUBLIC MISSION,Primary,,
4,2791,OSIGBU COMMUNNITY PRIMARY SCHOOL  UKPOR,PUBLIC,Primary,,
4,2792,"AKALA COMMUNITY PRIMARY SCHOOL, EZINIFITE",PUBLIC MISSION,Primary,,
4,2793,UMUDIALA COMMUNITY PRIMARY SCHOOL.EZINIFITE,PUBLIC MISSION,Primary,,
4,2794,"UMUDIJI COMMUNITY PRIMARYSCHOOL , UKPOR",PUBLIC MISSION,Primary,,
4,2795,"UMEJIAKU MIGRANT FARMERS SCHOOL, UKPOR",PUBLIC MISSION,Primary,,
4,2796,"UMUHU MIGRANT FARMERS SCHOOL, UKPOR",PUBLIC MISSION,Primary,,
4,2797,"UGWUOCHI MIGRANT FARMERS SCHOOL, AMICHI",PUBLIC MISSION,Primary,,
4,2798,"UNITY PRIMARY SCHOOL, UMUHU UKPOR",PUBLIC MISSION,Primary,,
19,2799,COMMUNITY PRIMARY SCHOOL 1 IYIOWA,PUBLIC MISSION,Primary,,
19,2800,CENTRRAL SCHOOL ODEKPE,PUBLIC MISSION,Primary,,
19,2801,COMMUNITY PRIMARY SCHOOL OHITA,PUBLIC,Primary,,
19,2802,CENTRAL SCHOOL ATANI,PUBLIC,Primary,,
19,2803,URBAN SCHOOL ATANI,PUBLIC MISSION,Primary,,
19,2804,CENTRAL SCHOOL AKILI-OZIZOR,PUBLIC,Primary,,
19,2805,CENTRAL SCHOOL OCHUCHE UMUODU,PUBLIC,Primary,,
19,2806,COMMUNITY PRIMART SCHOOL OGBAKUBA,PUBLIC,Primary,,
19,2807,COMMUNITY PRIMARY SCHOOL UMUNANKWO,PUBLIC MISSION,Primary,,
19,2808,OSSOMALA PRIMARY SCHOOL OSSOMALA,PUBLIC MISSION,Primary,,
19,2809,PRIMARY SCHOOL OBEAGWE I,PUBLIC MISSION,Primary,,
19,2810,COMMUNITY PRIMARY SCHOOL AKILI-OGIDI,PUBLIC MISSION,Primary,,
19,2811,KING SCHOOL OGWU-IKPELE,PUBLIC MISSION,Primary,,
19,2812,COMMUNITY PRIMARY SCHOOL AMIYI,PUBLIC MISSION,Primary,,
19,2813,COMMUNITY PRIMARY SCHOOL UMUZU,PUBLIC MISSION,Primary,,
19,2814,COMMUNITY PRIMARY SCHOOL OBENE,PUBLIC MISSION,Primary,,
19,2815,COMMUNITY PRIMARY SCHOOL MPUTU,PUBLIC MISSION,Primary,,
19,2816,COMMUNITY PRIMARY SCHOOL OGWU-ANIOCHA,PUBLIC MISSION,Primary,,
19,2817,COMMUNITY PRIMARY SCHOOL OKPOLODUM,PUBLIC MISSION,Primary,,
19,2818,LAKE CITY PRIMARY SCHOOL OGWU-USHAM,PUBLIC MISSION,Primary,,
19,2819,ISLAND PRIMARY SCHOOL OBANWAGU,PUBLIC MISSION,Primary,,
19,2820,COMMUNITY PRIMARY SCHOOL ABO ATANI,PUBLIC MISSION,Primary,,
19,2821,COMMUNITY PRIMARY SCHOOL AKPANAM,PUBLIC MISSION,Primary,,
19,2822,COMMUNITY PRIMARY SCHOOL OBEAGWE-UMUEZE,PUBLIC MISSION,Primary,,
19,2823,NIGER PRIMARY SCHOOL OBIKERE,PUBLIC MISSION,Primary,,
19,2824,COMMUNITY PRIMARY SCHOOL UTU-OWOM,PUBLIC MISSION,Primary,,
19,2825,INYALA PRIMARY SCHOOL AGWE-OLEKE,PUBLIC MISSION,Primary,,
19,2826,COMMUNITY PRIMARY SCHOOL II  IYIOWA,PUBLIC MISSION,Primary,,
19,2827,OKPOKO COMMUNITY PRIMARY SCHOOL I,PUBLIC MISSION,Primary,,
19,2828,OKPOKO COMMUNITY PRIMARY SCHOOL II,PUBLIC,Primary,,
19,2829,OKPOKO COMMUNITY PRIMARY SCHOL III,PUBLIC MISSION,Primary,,
19,2830,OKPOKO COMMUNITY PRIMARY SCHOOL IV,PUBLIC MISSION,Primary,,
19,2831,OKPOKO COMMUNTY PRIMARY SCHOOL V,PUBLIC,Primary,,
19,2832,OKPOKO COMMUNITY PRIMARY SCHOOL VI,PUBLIC,Primary,,
19,2833,OTUMOYE PRIMARY SCHOOL I,PUBLIC,Primary,,
19,2834,OKPOKO COMMUNITY PRIMARY SCHOOL VII,PUBLIC,Primary,,
19,2835,OKPOKO COMMUNITY PRIMARY SCHOOL VIII,PUBLIC MISSION,Primary,,
19,2836,OKPOKO COMMUNITY PRIMARY SCHOOL IX,PUBLIC,Primary,,
19,2837,OKPOKO COMMUNITY PRIMARY SCHOOL X,PUBLIC,Primary,,
19,2838,ODO-RUBBER PRIMARY SCHOOL IYIOWA ODEKPE,PUBLIC,Primary,,
19,2839,UNITY PRIMARY SCHOOL UGWU-ANIOCHA,PUBLIC,Primary,,
19,2840,OKPOKO COMMUNITY PRIMARY SCHOOL XI,PUBLIC,Primary,,
19,2841,OKPOKO COMMUNITY PRIMARY SCHOOL XII,PUBLIC,Primary,,
19,2842,OKPOKO COMMUNITY PRIMARY SCHOOL XIII,PUBLIC,Primary,,
19,2843,OKPOKO COMMUNITY PRIMARY SCHOOL XIV,PUBLIC,Primary,,
19,2844,OTUMOYE PRIMARY SCHOOL III,PUBLIC,Primary,,
19,2845,COMMUNITY PRIMARY SCHOOL III IYIOWA,PUBLIC,Primary,,
19,2846,MIGRANT FISHERMEN SCHOOL OSE-OGWUGWU,PUBLIC,Primary,,
19,2847,MIGRANT FISHERMEN SCHOOL ONOLOFULU,PUBLIC,Primary,,
19,2848,MIGRANT FISHERMEN SCHOOL ONYUU,PUBLIC,Primary,,
19,2849,MIGRANT FISHERMEN SCHOOL OBIKWERE,PUBLIC,Primary,,
19,2850,MIGRANT FISHERMEN SCHOOL OBANWAGU,PUBLIC,Primary,,
19,2851,MIGRANT FISHERMEN SCHOOL OKPOLODUM,PUBLIC,Primary,,
19,2852,MIGRANT FISHERMEN SCHOOL UTU-OWOM,PUBLIC,Primary,,
19,2853,MIGRANT FISHERMEN SCHOOL AGWE-EFI,PUBLIC,Primary,,
19,2854,MIGRANT FISHERMEN SCHOOL AGWE-OLEKE,PUBLIC MISSION,Primary,,
19,2855,MIGRANT FISHERMEN SCHOOL IGWAGWA,PUBLIC,Primary,,
19,2856,MIGRANT FISHERMEN SCHOOL ANIEZE-AKILI,PUBLIC,Primary,,
19,2857,NOMADIC PRIMARY SCHOOL KARA CAMP,PUBLIC,Primary,,
19,2858,IDEKE COMMUNITY PRIMARY SCHOOL ODEKPE,PUBLIC,Primary,,
19,2859,UTUAKANTA MIGRANT FISHERMEN SCHOOL OGWU-ANIOCHA,PUBLIC,Primary,,
14,2860,NEW BETHEL PRIMARY SCHOOL,PUBLIC,Primary,,
14,2861,OREZE PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2862,IMMACULATA PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2863,SANCTA MARIA PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2864,HOLY TRINITY PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2865,CROWTHER MEM. PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2866,ALL SAINTS PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2867,EZECHIMA PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2868,OGBOLI PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2869,ARMY CHILDREN PRIMARY SCHOOL ONITSHA,PUBLIC,Primary,,
14,2870,ANYAEGBUNAM MEM. PRIMARY SCHOOL,PUBLIC MISSION,Primary,,
14,2871,OBI OKOSI PRIMARY SCHOOL ONITSHA,PUBLIC MISSION,Primary,,
14,2872,NWORA UMUNNA MEM PRIMARY SCHOOL,PUBLIC MISSION,Primary,,
14,2873,OREZE PRIMARY SCHOOL 2,PUBLIC MISSION,Primary,,
14,2874,WOLIWO PRIMARY SCHOOL I,PUBLIC MISSION,Primary,,
14,2875,WOLIWO PRIMARY SCHOOL 2,PUBLIC,Primary,,
14,2876,IMMACULATA PRIMARY SCHOOL II ONITSHA,PUBLIC MISSION,Primary,,
14,2877,OMUNWAEGBOKA PRIMARY SCHOOL,PUBLIC MISSION,Primary,,
14,2878,ARMY CHILDREN PRIMARY SCHOOL 2,PUBLIC MISSION,Primary,,
14,2879,OMAGBA PRIMARY SCHOOL 1,PUBLIC,Primary,,
14,2880,OMAGBA PRIMARY SCHOOL 2,PUBLIC MISSION,Primary,,
14,2881,AKPAKA COMMUNITY PRIMARY SCHOOL,PUBLIC MISSION,Primary,,
14,2882,ST. MARY'S PRIMARY SCHOOL,PUBLIC MISSION,Primary,,
14,2883,UNICEF EXP. SCHOOL. MAIN MKT,PUBLIC MISSION,Primary,,
14,2884,UNICEF EXP. SCHOOL. OSE,PUBLIC,Primary,,
14,2885,MIGRANT FISHERMEN PRIMARY SCHOOL,PUBLIC,Primary,,
1,2886,AGAI PRIMARY SCHOOL 1. FEGGE,PUBLIC,Primary,,
1,2887,AGAI PRIMARY SCHOOL 2. FEGGE,PUBLIC,Primary,,
1,2888,ANYOGU PRIMARY SCHOOL 1. FEGGE,PUBLIC,Primary,,
1,2889,ANYOGU PRIMARY SCHOOL 2. FEGGE,PUBLIC,Primary,,
1,2890,CENTRAL PRIMARY SCHOOL. ODOAKPU,PUBLIC,Primary,,
1,2891,COMMUNITY PRIMARY SCHOOL 1. ODOAKPU,PUBLIC,Primary,,
1,2892,COMMUNITY PRIMARY SCHOOL 2.ODOAKPU,PUBLIC MISSION,Primary,,
1,2893,FEGGE COMMUNITY PRIMARY SCHOOL. FEGGE,PUBLIC,Primary,,
1,2894,LAFIAJI PRIMARY SCHOOL  1. FEGGE,PUBLIC,Primary,,
1,2895,LAFIAJI PRIMARY SCHOOL 2. FEGGE,PUBLIC,Primary,,
1,2896,MODEBE PRIMARY SCHOOL. ODOAKPU,PUBLIC,Primary,,
1,2897,NEW MARKET ROAD PRIMARY SCHOOL 1. FEGGE,PUBLIC,Primary,,
1,2898,NEW MARKET ROAD PRIMARY SCHOOL 2. FEGGE,PUBLIC MISSION,Primary,,
1,2899,NIGER PRIMARY SCHOOL . FEGGE,PUBLIC MISSION,Primary,,
1,2900,NIGER CITY PRIMARY SCHOOL 1. FEGGE,PUBLIC MISSION,Primary,,
1,2901,NIGER CITY PRIMARY SCHOOL 2. FEGGE,PUBLIC MISSION,Primary,,
1,2902,NUPE SQUARE PRIMARY SCHOOL. FEGGE,PUBLIC MISSION,Primary,,
1,2903,NWEJE PRIMARY SCHOOL 1. ODOAKPU,PUBLIC MISSION,Primary,,
1,2904,NWEJE PRIMARY SCHOOL 2. ODOAKPU,PUBLIC,Primary,,
1,2905,O'CONNOR PRIMARY SCHOOL 1.ODOAKPU,PUBLIC,Primary,,
1,2906,O'CONNOR PRIMARY SCHOOL 2.ODOAKPU,PUBLIC MISSION,Primary,,
1,2907,ONYEABOR PRIMARY SCHOOL. ODOAKPU,PUBLIC MISSION,Primary,,
1,2908,HOLY ROSARY PRIMARY SCHOOL 1. FEGGEOTUMOYE),PUBLIC MISSION,Primary,,
